RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
352,15600352,Stewart,794,France,Male,39,8,0,2,0,1,95666.46,0
353,15600353,Mitchell,527,France,Male,32,8,120416.94,1,0,1,116202.13,0
354,15600354,Reed,791,France,Female,38,3,74657.98,1,0,1,84792.06,0
355,15600355,Cox,540,France,Female,35,2,245025.39,2,1,0,111068.98,0
356,15600356,Thomas,424,Germany,Male,43,7,0,2,1,1,60012.69,0
357,15600357,Stewart,374,France,Male,54,7,0,2,1,1,72066.01,0
358,15600358,Harris,526,France,Male,43,5,218168.46,1,0,1,71026.61,0
359,15600359,Carter,746,Spain,Male,30,10,239582.66,2,1,1,126254.2,0
360,15600360,Jones,390,France,Male,42,5,0,1,1,1,177532.99,0
361,15600361,Young,732,Spain,Female,31,0,0,1,0,0,33390.49,1
362,15600362,Jones,829,Germany,Male,40,0,195024.09,4,0,1,123620.21,1
363,15600363,King,508,France,Female,32,8,0,2,1,1,93441.35,0
364,15600364,Clark,630,France,Male,38,9,153420.21,2,1,1,181778.85,0
365,15600365,Jackson,762,France,Female,31,4,12533.4,2,0,1,57358.55,0
366,15600366,Bailey,822,France,Female,42,4,12191.82,1,0,0,109643.55,1
367,15600367,Edwards,573,France,Male,33,6,0,2,1,1,129690.6,0
368,15600368,Clark,561,France,Male,22,2,0,2,1,1,140092.72,0
369,15600369,Walker,359,France,Male,38,4,40009.41,1,0,0,2956.27,1
370,15600370,Scott,509,Germany,Female,41,5,121284.27,1,0,0,53307.21,1
371,15600371,Collins,590,France,Female,44,1,243903.64,1,1,0,147521.29,1
372,15600372,Baker,726,Germany,Male,19,7,103389.51,3,0,0,148942.27,0
373,15600373,Davis,479,France,Female,43,10,0,2,1,0,33480.45,0
374,15600374,Davis,552,Germany,Male,56,0,149458.49,2,0,1,154156.26,1
375,15600375,Carter,396,Spain,Female,67,10,24412.56,1,0,0,97570.84,1
376,15600376,Edwards,753,Spain,Female,22,7,0,1,0,1,179727.02,0
377,15600377,Adams,636,France,Female,39,5,87683.41,2,0,0,106228.92,0
378,15600378,Harris,627,France,Male,42,10,131429.86,2,1,0,64144.27,1
379,15600379,Collins,769,France,Female,37,4,87424.01,1,0,0,167034.3,1
380,15600380,Williams,453,France,Male,31,1,17636.12,1,1,1,9827.77,0
381,15600381,Rivera,386,France,Male,24,1,122334.19,1,1,1,158846.33,1
382,15600382,Reed,486,Spain,Male,18,4,0,2,0,0,106333.64,0
383,15600383,Parker,686,France,Male,25,1,193908.02,2,1,0,33370.26,0
384,15600384,Wright,608,France,Male,32,8,249624.06,1,1,1,168966.25,0
385,15600385,Cook,570,Germany,Female,27,3,100015.14,2,1,1,89502.99,0
386,15600386,Cooper,367,Germany,Male,28,8,42420.57,1,0,0,171139.32,1
387,15600387,Bailey,771,France,Male,46,2,43217.97,2,0,1,162210.94,1
388,15600388,Wright,641,Germany,Male,43,5,0,2,0,1,7485.19,0
389,15600389,King,390,Germany,Female,26,6,0,2,0,1,10836.14,0
390,15600390,Walker,626,Spain,Female,52,8,0,2,1,1,150565.24,0
391,15600391,Garcia,463,France,Female,42,7,0,1,0,1,100366.62,0
392,15600392,Martinez,740,France,Male,44,7,104876.51,2,0,0,14339.01,0
393,15600393,Walker,700,Germany,Male,44,5,93593.89,2,0,1,33859.4,0
394,15600394,Adams,669,France,Male,43,3,57924.45,2,0,0,147913.78,0
395,15600395,Reed,824,France,Female,52,1,83228.33,1,0,0,109285.99,0
396,15600396,Edwards,597,Spain,Male,38,10,14413.24,2,0,1,34072.26,0
397,15600397,Bailey,666,France,Female,36,6,168489.48,3,1,0,3826.88,0
398,15600398,Morgan,547,France,Female,35,8,0,1,0,0,39782.82,0
399,15600399,Edwards,824,Spain,Male,37,5,127583.88,1,1,1,125045.83,0
400,15600400,Mitchell,491,Germany,Female,49,6,223696.5,1,1,0,30350.32,0
401,15600401,Bell,420,France,Female,22,10,174765.6,2,1,1,181941.28,0
402,15600402,Collins,417,France,Male,35,9,139924.92,2,1,0,86016.23,0
403,15600403,Howard,424,Spain,Male,31,1,54192.45,1,0,1,176021.15,0
404,15600404,Scott,505,France,Female,48,2,0,1,1,0,119272.33,1
405,15600405,Johnson,533,France,Female,49,7,180884.59,2,1,1,27511.5,1
406,15600406,Williams,559,Germany,Male,51,4,0,2,0,0,13237.58,0
407,15600407,Adams,793,Spain,Female,51,6,0,2,1,1,78834.19,0
408,15600408,Stewart,654,Spain,Male,21,8,36235.91,2,0,1,196758.92,1
409,15600409,King,614,Germany,Male,40,4,0,1,1,0,137988.99,0
410,15600410,Baker,774,Spain,Male,47,8,37161.18,3,0,1,82715.54,0
411,15600411,Taylor,582,Spain,Male,40,5,176012.18,2,0,0,22842.39,0
412,15600412,Young,393,Spain,Female,34,8,0,2,0,0,182444.71,0
413,15600413,Bell,791,France,Male,43,6,83934.93,3,1,0,23520.13,1
414,15600414,Thomas,351,Spain,Female,51,0,120074.24,2,0,1,47582.71,0
415,15600415,Nelson,582,France,Male,36,8,76747.11,2,0,0,36976.05,1
416,15600416,Allen,368,France,Male,36,10,148742.25,1,0,0,21787.03,0
417,15600417,Anderson,694,France,Male,53,5,0,1,1,1,164048.86,0
418,15600418,Edwards,383,France,Male,33,1,0,2,0,0,122410.64,1
419,15600419,Cooper,672,Spain,Male,21,4,112492.87,1,1,0,122857.84,0
420,15600420,Cooper,673,France,Male,38,9,0,1,0,0,92979.83,0
421,15600421,Richardson,784,France,Female,29,8,0,2,1,1,158035.59,0
422,15600422,Mitchell,631,France,Male,41,1,174600.59,2,0,0,38810.99,0
423,15600423,Murphy,595,Germany,Male,30,10,120548.3,2,1,1,185551.85,1
424,15600424,Parker,503,Spain,Female,27,8,0,2,1,0,193915.72,0
425,15600425,Johnson,523,Germany,Male,28,9,38042.71,1,1,0,54305.88,1
426,15600426,Lee,540,France,Female,32,3,0,1,0,0,182664.9,0
427,15600427,Johnson,759,France,Male,45,8,84486.09,2,0,0,41045.08,1
428,15600428,King,715,Germany,Male,58,0,0,2,0,1,93377.84,1
429,15600429,Parker,742,Spain,Female,53,10,224112.54,1,1,1,154554.24,0
430,15600430,Clark,426,France,Male,39,0,239991.53,1,1,1,54216.82,0
431,15600431,Lewis,643,France,Male,29,8,0,2,0,0,76724.18,1
432,15600432,Wright,441,Spain,Female,56,9,95349.84,1,0,1,113558.6,1
433,15600433,Bailey,589,France,Female,30,7,122931.01,1,1,1,78419.48,0
434,15600434,Bell,519,Germany,Female,22,7,0,1,1,1,169148.68,0
435,15600435,Allen,659,Spain,Male,23,1,88208.73,2,1,1,118107.49,0
436,15600436,Lee,630,France,Female,45,6,0,2,1,1,113442.99,0
437,15600437,Bailey,470,France,Male,35,7,37437.49,1,0,1,35243.02,0
438,15600438,Jones,656,France,Female,21,5,128630.84,1,0,0,151412.66,0
439,15600439,Adams,622,France,Female,42,5,81936.48,2,1,1,198050.52,0
440,15600440,Reed,611,France,Male,51,4,24978.53,3,0,1,21949.15,1
441,15600441,Johnson,470,France,Female,25,6,101575.61,2,1,0,37653.35,0
442,15600442,Young,780,France,Female,25,10,0,2,0,1,131584.35,0
443,15600443,Martinez,393,France,Female,50,9,233274.64,2,1,1,76947.18,1
444,15600444,Green,659,France,Female,20,3,0,3,1,0,195639.59,0
445,15600445,Rivera,538,France,Female,40,8,246058.98,2,1,0,104672.94,0
446,15600446,Lee,591,Spain,Male,36,10,162085.04,1,0,1,107008.01,1
447,15600447,Baker,612,Germany,Female,18,4,0,3,1,1,12293.96,0
448,15600448,Anderson,643,France,Female,49,9,16551.54,1,0,1,50416.96,0
449,15600449,Clark,789,France,Male,19,2,168197.35,1,0,1,36169.96,0
450,15600450,Williams,525,Germany,Male,23,9,0,2,1,1,47596.52,0
451,15600451,Cook,435,France,Female,44,1,22605.57,2,1,0,75964.48,0
452,15600452,Nelson,484,France,Female,39,0,79310.13,1,1,0,19482.58,0
453,15600453,Allen,839,Germany,Female,32,1,71282.54,2,0,0,103992.11,0
454,15600454,Taylor,510,Spain,Male,43,1,0,1,1,1,43890.65,0
455,15600455,Thomas,367,France,Male,49,3,238117.35,2,0,0,171283.39,1
456,15600456,Bell,741,Germany,Male,41,1,0,2,0,1,184533.03,0
457,15600457,Green,704,Germany,Female,36,4,196505.43,1,0,1,191114.47,0
458,15600458,Adams,385,France,Male,54,9,104232.27,1,1,0,122793.11,1
459,15600459,Adams,716,France,Male,48,4,0,2,0,0,132920.05,0
460,15600460,Bailey,518,Germany,Male,42,8,179825.36,2,1,0,108027.01,1
461,15600461,Bailey,768,Germany,Male,18,5,90025.53,1,0,1,106926.63,0
462,15600462,Garcia,780,France,Female,27,10,58748.91,3,0,1,139174.74,0
463,15600463,Cook,702,France,Male,45,3,0,2,0,1,77757.66,0
464,15600464,Morgan,507,France,Female,29,0,0,2,0,1,23646.74,0
465,15600465,Bell,617,France,Male,36,1,0,2,1,0,48543.46,0
466,15600466,Smith,438,Spain,Female,29,1,0,2,0,0,99430.78,0
467,15600467,Jackson,382,Germany,Female,27,10,0,2,0,1,167281.02,0
468,15600468,Cox,373,Spain,Female,53,1,0,1,1,0,87735.44,0
469,15600469,Williams,418,France,Female,37,7,0,3,1,1,138699.04,0
470,15600470,Nelson,704,France,Male,35,10,75027.94,1,0,0,119254.59,0
471,15600471,Reed,836,France,Female,36,3,56056.69,4,1,0,92845.91,0
472,15600472,Moore,491,France,Male,37,2,174458.5,2,0,0,134027.31,1
473,15600473,Morgan,536,France,Female,36,7,20396.2,3,0,0,157094.98,1
474,15600474,Davis,386,Germany,Female,50,9,149142.83,2,1,0,155791.76,1
475,15600475,Miller,471,Spain,Male,31,7,0,1,0,1,35620.33,0
476,15600476,Baker,718,France,Female,41,4,0,2,0,1,27309.27,0
477,15600477,Baker,564,France,Female,38,2,199491.27,2,0,0,17304.79,0
478,15600478,Carter,791,Germany,Female,45,7,77001.01,2,0,0,65464.52,0
479,15600479,Morris,834,France,Male,34,7,186034.31,1,1,1,161939.42,0
480,15600480,Miller,581,France,Male,38,8,190738.89,1,0,0,71685.87,0
481,15600481,Garcia,358,France,Female,42,9,0,2,0,1,36997.2,0
482,15600482,Cook,587,Spain,Male,46,10,26967.66,1,0,1,85183.9,0
483,15600483,Reed,627,Spain,Male,37,5,0,3,1,0,22202.77,1
484,15600484,Reed,370,France,Male,33,10,0,2,0,0,196243.16,0
485,15600485,Davis,682,France,Male,37,5,0,2,1,0,12684.21,0
486,15600486,Carter,606,Spain,Male,20,7,180358.07,2,1,1,124189.97,0
487,15600487,Bailey,764,Germany,Male,44,1,29240.9,1,0,0,32961.68,1
488,15600488,Wilson,604,France,Male,56,8,0,1,0,1,69345.01,0
489,15600489,Morgan,360,France,Male,54,8,164721.29,1,1,1,118671.7,0
490,15600490,Edwards,577,France,Male,39,4,0,2,1,0,29676.41,0
491,15600491,Anderson,666,Germany,Female,39,10,0,1,1,0,88180.89,0
492,15600492,Moore,637,Spain,Female,42,5,45506.61,4,1,0,184080.79,1
493,15600493,Carter,743,France,Female,42,8,244144.25,2,1,1,193914.17,0
494,15600494,Stewart,691,France,Female,34,5,175395.28,3,0,0,61622.14,1
495,15600495,Jackson,578,France,Female,50,9,136344.12,2,0,0,16727.89,0
496,15600496,Murphy,693,Germany,Female,41,3,127711.69,2,0,1,79515.59,0
497,15600497,Green,539,France,Male,34,7,0,2,1,1,160733.33,0
498,15600498,Cooper,846,Germany,Female,46,2,210522.77,1,1,1,197669.19,0
499,15600499,Hall,383,Germany,Female,45,4,109483.36,2,0,0,37209.31,1
500,15600500,Edwards,601,France,Female,42,9,82939.45,2,0,0,30813.43,0
501,15600501,Cook,777,Spain,Male,24,6,53049.35,2,0,0,152940.65,0
502,15600502,Jones,656,Spain,Female,19,9,0,2,0,1,102506.96,0
503,15600503,Harris,433,Spain,Male,28,2,0,1,1,0,57977.28,0
504,15600504,Jones,613,France,Male,55,1,0,1,1,1,54298.19,0
505,15600505,Young,399,Spain,Female,37,8,77540.26,1,0,0,43582.66,0
506,15600506,Thomas,757,Germany,Male,35,6,0,2,0,1,69646.91,0
507,15600507,Martinez,768,France,Female,41,1,63365.88,1,0,1,25078.02,1
508,15600508,Garcia,567,Spain,Male,44,1,14513.54,1,0,0,6569.5,0
509,15600509,Morris,380,France,Female,45,0,191092.07,3,0,0,36964.42,1
510,15600510,Garcia,424,Germany,Female,39,9,0,2,0,0,19830.82,0
511,15600511,Smith,620,France,Male,42,8,11038.94,3,1,1,139624.83,1
512,15600512,Murphy,840,France,Female,35,6,111782.04,1,1,0,93183.02,0
513,15600513,Carter,740,France,Female,34,5,128491.07,2,1,1,45181.95,0
514,15600514,Green,446,Germany,Female,35,10,0,2,0,1,87614.88,0
515,15600515,Garcia,411,France,Female,27,2,25530.5,1,1,0,46581.06,0
516,15600516,Carter,492,Germany,Female,18,10,236374.01,2,1,1,102284.71,1
517,15600517,Baker,405,France,Female,22,2,17133.64,2,1,0,194407.52,0
518,15600518,Murphy,517,France,Male,37,1,168659.35,2,1,0,58718.56,0
519,15600519,Mitchell,483,Spain,Male,39,6,0,2,1,1,91934.05,1
520,15600520,Edwards,687,Germany,Female,36,2,0,2,1,0,113771.76,0
521,15600521,Edwards,700,Spain,Female,18,8,0,2,1,1,153291.09,0
522,15600522,Brown,364,Spain,Male,39,5,93730.43,1,1,1,19479.73,0
523,15600523,Allen,560,France,Male,37,9,30386.02,2,0,1,33964.19,0
524,15600524,Williams,585,Spain,Female,51,9,133542.36,1,1,0,197145.71,1
525,15600525,King,515,Spain,Female,49,5,129215.54,2,0,1,72671.5,0
526,15600526,Carter,675,Germany,Male,45,8,0,1,1,0,124914.11,0
527,15600527,Rivera,782,Spain,Female,35,8,0,2,1,1,86585.41,0
528,15600528,Thomas,562,France,Female,49,10,0,1,0,1,42598.07,0
529,15600529,Richardson,830,France,Female,51,0,135344.7,1,0,1,168819.86,0
530,15600530,Jones,674,France,Female,30,4,207690.57,1,0,1,47703.71,0
531,15600531,Johnson,475,Germany,Female,24,6,111284.59,1,1,0,5839.4,0
532,15600532,Clark,687,Spain,Male,39,7,0,2,1,1,173429.37,0
533,15600533,Scott,809,France,Male,21,2,66649.88,2,0,1,99292.32,0
534,15600534,Rogers,412,Germany,Female,48,5,209760.2,2,0,1,43609.09,1
535,15600535,Moore,846,France,Female,36,7,138032.79,1,1,1,136546.23,0
536,15600536,Wilson,535,France,Female,50,4,15057.81,2,0,0,50603.33,1
537,15600537,Cook,840,Spain,Male,29,7,103233.04,1,1,1,18059.92,0
538,15600538,Lee,502,France,Male,35,7,161524.65,2,1,0,54813.65,1
539,15600539,Howard,831,France,Female,45,6,220422.69,2,1,0,70376.13,0
540,15600540,Edwards,727,France,Male,32,0,0,1,0,0,80136.3,0
541,15600541,Walker,644,France,Male,37,10,193159.05,2,1,1,95675.54,0
542,15600542,Harris,438,Spain,Female,52,4,57679.29,1,1,0,4158.11,1
543,15600543,Edwards,681,Spain,Male,59,3,72827.96,1,1,1,29858.97,0
544,15600544,Anderson,834,Spain,Male,22,8,114438.1,2,1,0,44904.08,0
545,15600545,Clark,497,Spain,Female,50,9,61735.98,2,0,1,36082.11,0
546,15600546,Johnson,498,Germany,Male,51,9,0,2,1,0,2075.43,1
547,15600547,Walker,848,Spain,Male,33,9,0,1,1,0,94189.07,0
548,15600548,Rogers,830,Spain,Male,21,0,70877.65,1,1,1,26456.7,0
549,15600549,Williams,647,France,Male,18,7,41660.69,2,0,1,23377.76,1
550,15600550,Martinez,605,Germany,Female,36,5,0,2,1,1,87158.33,1
551,15600551,Richardson,601,Germany,Male,18,10,0,1,0,0,7183.34,0
552,15600552,Rivera,589,France,Female,29,0,115964.73,2,1,1,22507.61,0
553,15600553,Wilson,413,France,Male,41,2,189984.8,2,0,0,105204.61,0
554,15600554,Scott,821,France,Female,32,10,32633.25,1,0,1,74716.11,0
555,15600555,Miller,778,France,Male,53,10,125165.22,1,0,1,193947.16,0
556,15600556,Adams,516,Germany,Male,46,3,217186.92,1,0,0,109432.37,0
557,15600557,Garcia,554,France,Male,56,1,0,1,1,1,129432.82,0
558,15600558,Wilson,411,France,Female,32,4,226896.23,1,0,1,102532.43,0
559,15600559,King,593,France,Female,45,5,157328.27,1,0,1,194647.35,0
560,15600560,Morgan,701,Spain,Female,42,8,161094.3,1,1,0,181435.79,0
561,15600561,Wilson,415,Spain,Female,43,4,146448.56,3,0,1,82607.57,1
562,15600562,Cooper,641,Germany,Female,26,4,150536.29,1,1,0,157231.98,0
563,15600563,Williams,392,France,Female,30,10,117987.5,1,0,0,37025.52,0
564,15600564,Rogers,482,Germany,Male,51,6,0,1,0,1,92035.39,0
565,15600565,Bell,844,Spain,Female,31,9,96574.91,2,1,1,17536.93,0
566,15600566,Thomas,407,Germany,Male,54,0,60215.08,2,1,0,17228.65,0
567,15600567,Wilson,592,France,Male,39,7,241328.05,2,0,0,58972.23,0
568,15600568,Wright,376,France,Male,41,10,213431.09,1,1,1,7414.32,0
569,15600569,Mitchell,652,Spain,Female,37,0,111281.09,1,1,1,23397.49,0
570,15600570,Morgan,527,France,Female,40,0,48720.02,2,1,0,101529.07,0
571,15600571,Murphy,523,Germany,Female,42,6,240352.81,2,1,1,159947.32,0
572,15600572,Reed,456,France,Male,43,10,0,1,1,0,158692.92,0
573,15600573,Carter,505,France,Male,46,4,0,2,0,0,67552.08,1
574,15600574,Jackson,411,Spain,Female,36,4,248479.08,2,1,0,170676.91,0
575,15600575,Rogers,692,France,Male,46,7,241035.31,4,0,0,101463.04,1
576,15600576,Davis,795,France,Female,32,2,184803.83,2,1,0,30867.78,0
577,15600577,Martinez,412,Germany,Female,53,0,68875.86,1,0,0,53209.62,0
578,15600578,Scott,534,Spain,Male,33,2,190769.5,2,0,1,82685.57,0
579,15600579,Baker,837,Germany,Female,47,0,182230.18,1,1,1,80334.08,0
580,15600580,Green,381,France,Male,33,10,0,2,1,1,80404.47,0
581,15600581,Edwards,797,France,Female,38,4,226050.05,1,1,1,128775.15,0
582,15600582,Reed,753,Spain,Female,36,5,223041.98,1,0,1,16866.15,0
583,15600583,King,721,Spain,Male,24,3,32276.7,2,0,0,5589.29,0
584,15600584,Morris,482,France,Female,35,6,0,1,1,1,125397.51,0
585,15600585,Brown,737,Spain,Male,24,0,118755.32,2,0,1,59846.19,0
586,15600586,Rivera,643,Spain,Female,41,8,0,2,0,1,90864.82,0
587,15600587,Green,774,France,Male,56,7,0,2,1,1,174397.88,0
588,15600588,Cook,566,Germany,Female,44,6,0,1,1,0,193599.45,0
589,15600589,Parker,410,Spain,Female,20,8,98639.69,2,1,0,24182.56,0
590,15600590,Williams,617,France,Female,39,4,247844.82,2,0,0,156755.11,0
591,15600591,Robinson,805,France,Male,41,1,0,1,1,1,113153.57,0
592,15600592,King,593,Germany,Male,26,2,131143.33,1,1,0,173264.14,0
593,15600593,Reed,690,Spain,Female,38,8,20996.73,1,1,0,173185.75,0
594,15600594,Stewart,672,Germany,Female,46,8,164838.32,1,0,0,150108.96,0
595,15600595,Johnson,411,Spain,Male,44,3,68868.81,2,1,0,161380.37,0
596,15600596,Wright,651,France,Male,35,5,114884.18,2,1,1,51442.23,0
597,15600597,Miller,627,France,Male,44,2,83630.61,1,1,0,5445.3,1
598,15600598,King,400,France,Female,52,5,71904.23,2,0,0,47931.6,0
599,15600599,Lee,602,Spain,Female,44,5,121557.65,2,1,0,182741.15,1
600,15600600,Edwards,843,Spain,Male,34,3,193114.79,1,1,1,16791.65,0
601,15600601,Moore,750,Germany,Female,31,3,139008.55,3,1,0,211.77,1
602,15600602,Reed,498,Spain,Male,35,0,24442.01,1,1,1,199840.87,0
603,15600603,Moore,649,Germany,Female,52,9,0,2,0,1,175650.66,1
604,15600604,Mitchell,840,Germany,Female,41,10,72726.53,2,0,1,68331.02,0
605,15600605,Rogers,518,France,Male,36,7,0,1,1,1,107627.59,0
606,15600606,Morgan,683,France,Male,36,10,0,4,1,1,77354.4,0
607,15600607,Bailey,354,France,Female,46,3,188354.67,2,1,0,18003.17,0
608,15600608,Robinson,763,Spain,Male,32,7,0,2,0,0,39225.19,0
609,15600609,Wright,406,Germany,Female,40,9,171322.13,1,0,0,25495.33,0
610,15600610,Jackson,801,Spain,Female,42,3,0,3,1,1,402.54,0
611,15600611,Murphy,832,Spain,Female,18,4,39212.25,2,0,0,9403.61,0
612,15600612,Collins,579,France,Female,50,3,90329.4,2,0,1,191548.42,0
613,15600613,Thomas,434,France,Male,33,7,0,2,1,1,49437.57,0
614,15600614,Hall,776,France,Female,33,8,200586.67,2,1,0,125069.39,0
615,15600615,Garcia,848,France,Male,21,1,0,2,0,1,122147.64,0
616,15600616,Miller,696,France,Male,51,4,213983.04,2,1,0,172911.62,0
617,15600617,Reed,355,France,Female,42,9,34306.7,2,0,1,103444.28,0
618,15600618,Miller,402,France,Male,18,9,0,2,1,1,84204.94,0
619,15600619,Adams,445,France,Male,45,6,133150.18,1,0,0,93907.36,0
620,15600620,Lewis,538,Germany,Male,40,0,66972.97,2,0,1,68768.23,0
621,15600621,Cook,815,France,Male,28,7,153942.95,2,1,1,83742.64,0
622,15600622,Baker,798,Germany,Male,49,7,0,1,0,1,124783.67,0
623,15600623,Richardson,743,Germany,Female,40,6,54218.68,1,0,1,6014.52,1
624,15600624,Lewis,575,France,Female,27,0,0,1,0,1,143765.19,0
625,15600625,Edwards,475,France,Male,40,1,15038.5,1,0,1,187216.52,0
626,15600626,Lee,539,Germany,Male,43,8,244504.44,2,0,0,28895.27,0
627,15600627,Thomas,448,Spain,Female,32,10,0,2,0,1,157914.06,0
628,15600628,Brown,672,Germany,Male,46,8,242412.23,1,0,1,158195.92,0
629,15600629,Anderson,610,France,Female,25,5,180996.85,2,1,1,53673.55,0
630,15600630,Morris,682,France,Male,37,3,0,1,1,1,114274.74,0
631,15600631,Young,480,Spain,Male,37,8,94377.99,2,1,1,90233.2,0
632,15600632,Young,761,France,Female,28,6,15932.37,1,0,1,180289.53,0
633,15600633,Mitchell,612,Spain,Male,42,1,38461.09,2,1,0,135020.15,0
634,15600634,Richardson,767,Germany,Female,18,3,179354.23,4,1,0,154012.09,1
635,15600635,Allen,750,Germany,Female,44,0,123280.96,2,0,1,45522.93,0
636,15600636,Moore,592,France,Female,21,7,0,2,1,1,41924.53,0
637,15600637,Edwards,365,France,Male,31,7,204496.33,1,1,1,137151.04,0
638,15600638,Howard,703,Spain,Female,52,9,15577.56,3,0,1,113638.9,0
639,15600639,Rogers,643,Germany,Female,39,8,102744.12,1,1,1,18658.1,1
640,15600640,Edwards,440,France,Female,46,0,0,3,1,0,46615.01,0
641,15600641,Jones,582,France,Male,46,6,103865.27,1,1,1,148625.94,0
642,15600642,Moore,416,Germany,Female,54,6,206295.06,1,1,0,100496.99,0
643,15600643,Clark,453,France,Male,19,9,203815.8,3,1,1,92541.83,1
644,15600644,Garcia,497,Spain,Female,43,5,178075.97,1,0,1,49833.79,0
645,15600645,Cooper,571,France,Male,35,0,67526.86,1,1,0,139607.05,0
646,15600646,Moore,815,France,Male,32,5,0,2,1,1,90190.16,0
647,15600647,Mitchell,372,France,Male,27,7,101477.34,2,1,0,2158.85,1
648,15600648,Martinez,517,Spain,Female,25,7,0,2,1,0,94160.13,0
649,15600649,Anderson,437,Germany,Male,39,6,50428.81,1,1,0,88134.76,1
650,15600650,Rivera,367,Germany,Male,41,7,177218.17,2,0,1,138067.74,0
651,15600651,Rogers,352,France,Female,39,5,0,1,0,0,67428.47,1
652,15600652,Bell,382,France,Male,18,10,0,1,0,1,64541.33,0
653,15600653,Reed,456,Germany,Female,41,3,35412.48,1,1,0,77841.48,1
654,15600654,Jones,686,Germany,Female,35,0,0,1,1,0,142504.19,0
655,15600655,Stewart,437,France,Male,18,6,172696.13,2,1,0,127070.14,0
656,15600656,Walker,850,Germany,Female,20,1,90425.25,2,1,0,100685.97,0
657,15600657,Smith,469,France,Male,31,3,0,1,1,0,30342.8,0
658,15600658,Williams,471,Germany,Female,52,5,42224.08,2,0,1,129608.49,1
659,15600659,Johnson,467,Germany,Female,33,0,227591.69,1,0,1,104296.01,1
660,15600660,Cook,353,France,Female,42,1,0,4,0,0,18361.71,1
661,15600661,Moore,470,Spain,Female,35,3,0,1,1,1,193538.26,0
662,15600662,Nelson,390,Germany,Female,28,6,100652.2,1,1,0,163916.69,0
663,15600663,Johnson,740,France,Male,38,9,138927.44,1,1,1,61175.19,0
664,15600664,Edwards,660,France,Female,18,2,0,3,0,0,172326.15,0
665,15600665,Young,601,France,Female,61,5,102168.98,4,0,1,176994.59,0
666,15600666,Davis,547,Germany,Male,27,3,193108.21,2,1,1,126995.4,0
667,15600667,Brown,683,France,Female,36,0,231152.45,2,0,0,52272.73,0
668,15600668,Murphy,425,France,Male,29,0,0,2,1,1,141212.05,0
669,15600669,Garcia,615,Germany,Female,42,4,130155.24,2,1,1,150489.66,0
670,15600670,Garcia,405,Spain,Female,46,2,0,2,1,0,197397.83,0
671,15600671,Smith,399,France,Female,22,6,50952.22,2,0,1,36404.97,0
672,15600672,Adams,640,Germany,Male,34,3,0,2,1,1,88149.25,0
673,15600673,Miller,794,Spain,Male,34,4,0,1,1,0,1912.71,0
674,15600674,Smith,690,Spain,Male,46,1,60656.41,1,1,1,94648.9,0
675,15600675,Green,522,France,Female,55,5,169618.79,1,1,1,161250.22,1
676,15600676,Bailey,555,Spain,Male,36,0,154458.2,1,0,1,90386.56,0
677,15600677,Nelson,613,France,Male,51,5,13991.27,1,1,1,46718.85,0
678,15600678,Richardson,663,Germany,Female,37,6,235380.34,2,0,1,58778.56,1
